class,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,0.30039992928504944,0.951369047164917,3.586193599858234e-07,0.36256417632102966,0.9137343168258667,-0.032019078731536865,0.42124292254447937,0.8488650321960449,-0.051965922117233276,0.47799748182296753,0.8247272968292236,-0.07001158595085144,0.5244898796081543,0.8168074488639832,-0.0910361036658287,0.38083845376968384,0.6640406847000122,-0.04826482757925987,0.40498656034469604,0.5300257205963135,-0.06870454549789429,0.41605430841445923,0.4440458416938782,-0.08398453146219254,0.42298850417137146,0.36918115615844727,-0.09826748073101044,0.3352433145046234,0.6509696245193481,-0.055576033890247345,0.3326401114463806,0.49252498149871826,-0.07690170407295227,0.3268519341945648,0.3939268887042999,-0.09849076718091965,0.3186511695384979,0.31217312812805176,-0.11680465191602707,0.2908421754837036,0.6767932176589966,-0.06491178274154663,0.2797624468803406,0.5374571084976196,-0.09305735677480698,0.27379924058914185,0.4409310817718506,-0.11790172755718231,0.26467347145080566,0.35781216621398926,-0.1368597149848938,0.2510603070259094,0.7298672199249268,-0.07608110457658768,0.21279636025428772,0.6465314626693726,-0.10733112692832947,0.18889300525188446,0.579232394695282,-0.12536472082138062,0.169965460896492,0.514472246170044,-0.13811440765857697
0,0.3003671169281006,0.9527349472045898,3.668584156457655e-07,0.3621519207954407,0.9128085970878601,-0.032668497413396835,0.4208640158176422,0.8450565934181213,-0.05149520933628082,0.47769615054130554,0.8210892677307129,-0.06845615804195404,0.5236510038375854,0.8131014108657837,-0.08804074674844742,0.38036048412323,0.6620258688926697,-0.047017913311719894,0.40490463376045227,0.5289044380187988,-0.0688939169049263,0.416291743516922,0.44402647018432617,-0.08505181968212128,0.42374345660209656,0.3696276843547821,-0.09938585013151169,0.33417293429374695,0.6468366980552673,-0.053690355271101,0.33315056562423706,0.49127763509750366,-0.07591136544942856,0.3281515836715698,0.394728422164917,-0.09751664102077484,0.32052016258239746,0.3142058551311493,-0.11510028690099716,0.2893901765346527,0.6718407869338989,-0.06276959925889969,0.2779396176338196,0.5354799032211304,-0.09105939418077469,0.27186957001686096,0.44053763151168823,-0.11539032310247421,0.26398009061813354,0.35946571826934814,-0.1332370787858963,0.24916578829288483,0.7257895469665527,-0.07393050193786621,0.2111622542142868,0.6428148746490479,-0.10489694029092789,0.18742386996746063,0.5753672122955322,-0.12257345765829086,0.16916152834892273,0.5120570063591003,-0.13449807465076447
0,0.30114662647247314,0.9457806944847107,3.309674525553419e-07,0.3632179796695709,0.9086521863937378,-0.0312909372150898,0.4212096333503723,0.8436280488967896,-0.04995957016944885,0.47646641731262207,0.8177778720855713,-0.06693469732999802,0.5222526788711548,0.8096892237663269,-0.08688963204622269,0.3815307319164276,0.660309910774231,-0.048082053661346436,0.4045011103153229,0.5241641402244568,-0.07010157406330109,0.41406214237213135,0.437319278717041,-0.086245097219944,0.4206790626049042,0.36111176013946533,-0.10077673196792603,0.3357446789741516,0.6459747552871704,-0.055536139756441116,0.3334161341190338,0.4861721396446228,-0.0777040645480156,0.3274984359741211,0.3874473571777344,-0.09960611909627914,0.31910717487335205,0.3059976398944855,-0.11785364151000977,0.2909765839576721,0.671611487865448,-0.06507442146539688,0.2784026563167572,0.5316270589828491,-0.09285232424736023,0.27249380946159363,0.43380722403526306,-0.11746518313884735,0.26443251967430115,0.352099746465683,-0.13599488139152527,0.2504218816757202,0.7258445620536804,-0.07652014493942261,0.21177279949188232,0.6403932571411133,-0.10675108432769775,0.1884138286113739,0.572274386882782,-0.12432952225208282,0.17017635703086853,0.509423553943634,-0.13661514222621918
0,0.28617191314697266,0.94549161195755,2.744194773640629e-07,0.3508157432079315,0.9065918922424316,-0.027769090607762337,0.41583767533302307,0.8434390425682068,-0.04237130656838417,0.47377514839172363,0.8159513473510742,-0.05534292384982109,0.5187179446220398,0.8072092533111572,-0.07112020999193192,0.37430840730667114,0.6557642817497253,-0.03773956000804901,0.39814168214797974,0.5229042768478394,-0.05195365101099014,0.40939974784851074,0.4385755658149719,-0.06368016451597214,0.4175422191619873,0.3642454743385315,-0.07601367682218552,0.32880842685699463,0.642632246017456,-0.044881705194711685,0.32555025815963745,0.4860544800758362,-0.06059033051133156,0.3219687044620514,0.38820937275886536,-0.08052370697259903,0.31568434834480286,0.3065965473651886,-0.09829818457365036,0.28444620966911316,0.6686201691627502,-0.05377422645688057,0.27332189679145813,0.5304528474807739,-0.07868315279483795,0.2701282501220703,0.43876296281814575,-0.1032252162694931,0.2636251449584961,0.359941303730011,-0.12200479954481125,0.24509383738040924,0.7195034027099609,-0.0640830472111702,0.20803943276405334,0.6346465945243835,-0.09324304014444351,0.18585903942584991,0.5664049983024597,-0.11060246080160141,0.1692545861005783,0.5008361339569092,-0.1228700578212738
0,0.29136013984680176,0.939416766166687,3.2751961498433957e-07,0.3530755639076233,0.9015159010887146,-0.03101593255996704,0.4142851233482361,0.8373215794563293,-0.04972144961357117,0.47224417328834534,0.812020480632782,-0.06605539470911026,0.5178694725036621,0.803184986114502,-0.08542120456695557,0.37413376569747925,0.6535025835037231,-0.048207566142082214,0.3968348205089569,0.5172387361526489,-0.06734032183885574,0.4067520499229431,0.43033474683761597,-0.0822930783033371,0.4132511615753174,0.353642076253891,-0.09669315069913864,0.32814887166023254,0.6400779485702515,-0.0552147701382637,0.32216838002204895,0.4807257652282715,-0.07587948441505432,0.316195547580719,0.3815777599811554,-0.09848804026842117,0.30890998244285583,0.29933029413223267,-0.1181631088256836,0.2834266424179077,0.6655212044715881,-0.06379220634698868,0.2705270051956177,0.5283018350601196,-0.09188447892665863,0.26553118228912354,0.43463122844696045,-0.11801432818174362,0.2577122449874878,0.3555449843406677,-0.13802386820316315,0.24385114014148712,0.7175411581993103,-0.07392268627882004,0.20719492435455322,0.6347984671592712,-0.10527937859296799,0.1844887137413025,0.5669775009155273,-0.12386798113584518,0.16689631342887878,0.5022858381271362,-0.13715043663978577
0,0.30143100023269653,0.9419780969619751,3.5765171446655586e-07,0.3630651831626892,0.9034409523010254,-0.03132651001214981,0.42271751165390015,0.8389883041381836,-0.04942343011498451,0.4786394536495209,0.8144017457962036,-0.06519347429275513,0.5239918828010559,0.8068775534629822,-0.08381009846925735,0.3808427155017853,0.6571782231330872,-0.0453999787569046,0.40312302112579346,0.5256026983261108,-0.06461191922426224,0.4142740070819855,0.44024407863616943,-0.08017756789922714,0.42116284370422363,0.3645884692668915,-0.0947818011045456,0.3362259566783905,0.6429981589317322,-0.05202042683959007,0.3329177796840668,0.48781388998031616,-0.07250440865755081,0.3269796371459961,0.3894636332988739,-0.09466586261987686,0.31697365641593933,0.3095082640647888,-0.11330946534872055,0.29251575469970703,0.6691810488700867,-0.06050531938672066,0.2807704210281372,0.5317196846008301,-0.08750208467245102,0.2742306590080261,0.43545353412628174,-0.1126125231385231,0.26470947265625,0.35514968633651733,-0.13165444135665894,0.2538982927799225,0.723350465297699,-0.0707462802529335,0.21736927330493927,0.6403676271438599,-0.10152625292539597,0.19469229876995087,0.5715234875679016,-0.11964503675699234,0.17703185975551605,0.5072622895240784,-0.13216984272003174
0,0.3085237741470337,0.9505215883255005,3.5151248312104144e-07,0.3700258433818817,0.9148908853530884,-0.03242263197898865,0.4286651015281677,0.8513685464859009,-0.05098142474889755,0.4840066730976105,0.8277878761291504,-0.06775756925344467,0.528822660446167,0.8174577951431274,-0.08718659728765488,0.3888796269893646,0.6650723814964294,-0.04474679008126259,0.411982923746109,0.5347864031791687,-0.06682585924863815,0.4227338135242462,0.45164620876312256,-0.08422103524208069,0.4291924834251404,0.3786144554615021,-0.09932628273963928,0.3438516855239868,0.6502155661582947,-0.051315780729055405,0.34426888823509216,0.4983750283718109,-0.07407570630311966,0.33922243118286133,0.4025338888168335,-0.0971379354596138,0.33047810196876526,0.3240900933742523,-0.11564720422029495,0.29956668615341187,0.6747986674308777,-0.0603087842464447,0.28997135162353516,0.5398620367050171,-0.0878603532910347,0.28446871042251587,0.44627732038497925,-0.112575463950634,0.2768031358718872,0.3693873882293701,-0.13068856298923492,0.25949811935424805,0.7278469800949097,-0.07140155136585236,0.22348996996879578,0.6423981189727783,-0.10082295536994934,0.20251396298408508,0.5740330815315247,-0.11788181215524673,0.18641327321529388,0.5129247307777405,-0.12948113679885864
0,0.30893009901046753,0.9599345326423645,3.3523681963743e-07,0.37198272347450256,0.9247007966041565,-0.031013017520308495,0.43294787406921387,0.8598015904426575,-0.04892480745911598,0.49025461077690125,0.8352128267288208,-0.06516797095537186,0.5360934734344482,0.8250800371170044,-0.0837717205286026,0.39670097827911377,0.6731133460998535,-0.04102683812379837,0.42032450437545776,0.5403268337249756,-0.05946613848209381,0.4311935603618622,0.45571672916412354,-0.07342144101858139,0.4376585781574249,0.38325613737106323,-0.08657905459403992,0.3508039712905884,0.655219316482544,-0.04787500575184822,0.35259222984313965,0.501365065574646,-0.06714579463005066,0.34946495294570923,0.40672817826271057,-0.08706218749284744,0.3439854383468628,0.327597439289093,-0.10369173437356949,0.30601024627685547,0.6759518980979919,-0.05726669728755951,0.2986547648906708,0.5385162830352783,-0.08358831703662872,0.29453057050704956,0.4459441602230072,-0.10677167028188705,0.2878372073173523,0.3660533130168915,-0.12420427054166794,0.26564231514930725,0.7244786024093628,-0.06865611672401428,0.22965629398822784,0.640786349773407,-0.09842240810394287,0.20782984793186188,0.5734834671020508,-0.11559425294399261,0.19186203181743622,0.5092440843582153,-0.12744642794132233
0,0.31511709094047546,0.9661214351654053,3.2059523391581024e-07,0.3767281472682953,0.9233190417289734,-0.03123285248875618,0.43374043703079224,0.8600777983665466,-0.049436017870903015,0.48874834179878235,0.8379507660865784,-0.06666123121976852,0.5344889163970947,0.8270634412765503,-0.08621148020029068,0.3972269296646118,0.6706487536430359,-0.0410614050924778,0.4218224585056305,0.5363494157791138,-0.06148747354745865,0.43287986516952515,0.45354709029197693,-0.07695692777633667,0.44033893942832947,0.3810917139053345,-0.09100042283535004,0.35254114866256714,0.6548707485198975,-0.04822739586234093,0.35447561740875244,0.5019415616989136,-0.06882332265377045,0.351179838180542,0.4057031273841858,-0.08907144516706467,0.3453589677810669,0.3243863880634308,-0.10615288466215134,0.3076342046260834,0.677436888217926,-0.058320652693510056,0.30042213201522827,0.5382212996482849,-0.08390680700540543,0.2968843877315521,0.44293081760406494,-0.10594727098941803,0.2921888530254364,0.3609921634197235,-0.12301970273256302,0.26606470346450806,0.7298308610916138,-0.07079420238733292,0.22970129549503326,0.6367615461349487,-0.09976793825626373,0.2074274867773056,0.567909836769104,-0.11637122929096222,0.19059264659881592,0.5040527582168579,-0.12796156108379364
0,0.31188881397247314,0.9546113014221191,3.136711939077941e-07,0.3742578327655792,0.9215728044509888,-0.0325336679816246,0.43371784687042236,0.8587112426757812,-0.0501498244702816,0.4887833297252655,0.8349789381027222,-0.06631750613451004,0.5340089797973633,0.825027346611023,-0.0848429873585701,0.39708247780799866,0.6660617589950562,-0.04376744478940964,0.4218346178531647,0.5346868634223938,-0.06539667397737503,0.4333742558956146,0.4526745676994324,-0.08166270703077316,0.44183096289634705,0.3808411955833435,-0.096044160425663,0.3521330654621124,0.6472883820533752,-0.05008528754115105,0.3534267246723175,0.49470916390419006,-0.07168484479188919,0.35074809193611145,0.3987523913383484,-0.09259076416492462,0.3453609347343445,0.3185104727745056,-0.10996896773576736,0.3071441948413849,0.6686123609542847,-0.059255871921777725,0.2982737421989441,0.5318851470947266,-0.08620703220367432,0.2940356731414795,0.4370085597038269,-0.10909830778837204,0.2886970043182373,0.35720956325531006,-0.12622742354869843,0.2658325433731079,0.71996009349823,-0.07080914825201035,0.2296791672706604,0.6281924247741699,-0.10066147893667221,0.20782136917114258,0.5582277178764343,-0.11779701709747314,0.19139210879802704,0.49497371912002563,-0.1294107884168625
